No,customerID,CheckingAccount,SavingAccount,CertificatesofDeposit,Mortgages,Loans,CreditCard,DebitCard,CreditScore,TotalRelationshipCount,ContactsCount12month,TotalTransactionCount,CustomerSince,Churn
5208,9381-NDKME,No,Yes,No,No,Yes,Premium,Platinum,761,4,1,760,4/1/2018,Yes
6543,3315-TOTBP,Yes,Yes,No,No,No,No,Platinum,370,3,0,229,3/31/2018,Yes
3895,5989-AXPUC,Yes,Yes,Yes,Yes,Yes,No,Standart,748,6,3,251,3/30/2018,No
1032,1352-VHKAJ,Yes,Yes,No,No,No,Premium,No,752,3,1,269,3/29/2018,No
3806,8644-XLFBW,Yes,No,No,No,No,Standart,Standart,599,3,2,514,3/28/2018,Yes
301,0895-LMRSF,Yes,No,No,No,No,Premium,Premium,708,3,0,300,3/27/2018,No
3103,0516-WJVXC,Yes,No,Yes,No,No,Standart,No,759,3,1,883,3/27/2018,Yes
3828,6870-ECSHE,Yes,No,No,Yes,No ,Gold,Premium,426,5,4,920,3/27/2018,No
6208,6769-DYBQN,Yes,No,Yes,No,No,Standart,No,637,3,1,971,3/27/2018,Yes
5209,6502-KUGLL,Yes,No,Yes,Yes,No,Premium,No,578,4,2,857,3/26/2018,No
284,9577-WJVCQ,Yes,Yes,Yes,No,No,No,No,498,3,0,58,3/24/2018,No
3659,3604-WLABM,Yes,No,No,No,Yes,Standart,No,676,3,2,512,3/21/2018,No
6598,9210-IAHGH,Yes,No,No,No,No,Platinum,Premium,832,3,2,277,3/21/2018,Yes
2367,1846-XWOQN,Yes,No,No,No,No,Standart,Standart,640,3,1,759,3/18/2018,Yes
2781,4404-HIBDJ,Yes,No,Yes,Yes,Yes,No,Premium,585,5,0,669,3/17/2018,Yes
580,2640-LYMOV,Yes,No,No,Yes,Yes,Gold,Standart,543,5,0,264,3/16/2018,No
3102,1867-TJHTS,Yes,Yes,Yes,No,No,Premium,Gold,675,5,0,600,3/16/2018,No
1557,3186-BAXNB,Yes,No,No,Yes,No,Standart,No,756,3,2,269,3/13/2018,Yes
5389,5515-IDEJJ,Yes,No,No,Yes,No ,Gold,No,771,4,2,489,3/13/2018,Yes
6220,1496-GGSUK,No,Yes,No,No,No,Gold,Standart,768,3,1,585,3/13/2018,Yes
193,2984-RGEYA,Yes,No,No,Yes,No ,Premium,Standart,758,5,1,457,3/11/2018,No
7012,5482-NUPNA,Yes,No,Yes,Yes,No,No,Premium,598,4,0,299,3/11/2018,Yes
2091,6661-EIPZC,No,Yes,No,No,No,Premium,Platinum,785,3,2,379,3/10/2018,No
1529,8096-LOIST,Yes,No,No,No,No,Standart,Platinum,849,3,0,208,3/9/2018,No
5598,6284-AHOOQ,Yes,Yes,No,No,No,Premium,Platinum,841,4,0,557,3/9/2018,Yes
3803,7698-YFGEZ,Yes,No,No,Yes,No ,Gold,No,749,4,1,556,3/8/2018,No
816,3196-NVXLZ,Yes,Yes,No,No,No,No,Gold,390,3,2,461,3/6/2018,No
6213,6537-OTKMY,No,Yes,No,No,Yes,Standart,Premium,364,4,1,601,3/6/2018,No
1671,5047-LHVLY,Yes,No,No,No,Yes,No,Standart,837,3,0,255,3/4/2018,Yes
1764,6519-CFDBX,Yes,No,No,No,No,Standart,Standart,773,3,1,460,3/4/2018,No
4098,9974-JFBHQ,Yes,No,No,Yes,No,Platinum,Gold,593,4,2,776,3/4/2018,No
5826,1363-TXLSL,Yes,No,No,No,No,Standart,Standart,646,3,1,931,3/4/2018,Yes
6106,9249-FXSCK,Yes,Yes,Yes,Yes,No,Platinum,Premium,732,6,0,857,3/4/2018,Yes
6859,2685-SREOM,Yes,Yes,No,No,Yes,Standart,Gold,744,5,2,795,3/4/2018,Yes
1708,4854-CIDCF,Yes,No,No,No,Yes,Standart,No,740,3,2,238,3/2/2018,No
4905,0114-PEGZZ,Yes,Yes,No,Yes,Yes,Standart,No,607,5,3,799,3/2/2018,No
3552,7594-RQHXR,Yes,No,No,No,No,Standart,Standart,713,3,2,433,3/1/2018,Yes
2030,6481-OGDOO,Yes,No,Yes,Yes,No,Platinum,Premium,786,5,1,201,2/26/2018,Yes
5003,0567-XRHCU,No,Yes,Yes,No,Yes,Premium,Standart,390,5,1,664,2/25/2018,No
5460,2657-VPXTA,Yes,No,No,No,No,Standart,Platinum,850,3,1,509,2/23/2018,No
5154,5439-WIKXB,Yes,No,No,Yes,No,Standart,Gold,614,4,0,713,2/22/2018,No
104,5386-THSLQ,No,Yes,No,Yes,Yes,Premium,Premium,695,5,4,242,2/21/2018,No
6824,7009-LGECI,Yes,No,Yes,No,No,Premium,Premium,787,4,0,371,2/21/2018,No
550,8138-EALND,Yes,No,No,Yes,No ,Gold,No,843,4,3,205,2/20/2018,No
5316,2082-CEFLT,Yes,No,No,No,No,Standart,Standart,759,3,1,893,2/20/2018,Yes
5887,1709-EJDOX,Yes,No,No,Yes,No ,Gold,Standart,528,5,1,311,2/20/2018,No
6480,4351-QLCSU,Yes,No,No,No,No,Platinum,Standart,813,3,0,859,2/20/2018,Yes
2055,9734-UYXQI,Yes,Yes,No,No,No,Standart,Standart,699,4,1,271,2/19/2018,Yes
4947,2612-RRIDN,Yes,No,No,No,No,Standart,Premium,685,3,2,159,2/19/2018,Yes
548,2560-PPCHE,Yes,Yes,No,Yes,No,Premium,Premium,627,5,0,294,2/17/2018,No
3746,2645-QTLMB,Yes,No,No,Yes,No,Standart,No,743,3,2,881,2/17/2018,Yes
6811,7758-XKCBS,No,Yes,No,No,No,Standart,Premium,778,3,2,493,2/13/2018,Yes
1115,3312-UUMZW,Yes,Yes,No,Yes,No,Platinum,Gold,628,5,1,218,2/12/2018,No
5237,7025-IWFHT,Yes,No,No,Yes,No,Standart,Premium,306,4,1,549,2/11/2018,No
1885,2039-JONDJ,Yes,No,Yes,Yes,No,Premium,Premium,719,5,2,453,2/10/2018,No
3693,7159-FVYPK,Yes,Yes,No,Yes,Yes,Premium,Premium,522,6,1,969,2/9/2018,No
2515,8922-LIEGH,Yes,Yes,No,Yes,No,Standart,Gold,753,5,0,959,2/8/2018,Yes
4401,5215-LNLDJ,No,Yes,No,No,No,Standart,Standart,650,3,0,451,2/8/2018,No
6355,3214-IYUUQ,Yes,No,Yes,Yes,No,Premium,Premium,640,5,0,766,2/8/2018,No
1021,1452-XRSJV,Yes,No,Yes,No,No,Platinum,No,641,3,1,797,2/7/2018,No
4364,5018-GWURO,Yes,Yes,No,No,No,Premium,Gold,538,4,1,915,2/7/2018,No
3375,7580-UGXNC,Yes,No,Yes,Yes,No,No,No,842,3,0,190,2/6/2018,Yes
3443,0468-YRPXN,Yes,No,No,No,Yes,Platinum,Gold,350,4,0,884,2/5/2018,No
3956,6704-UTUKK,No,Yes,No,No,No,Standart,Platinum,660,3,2,828,2/5/2018,No
4861,7321-ZNSLA,No,Yes,Yes,Yes,No,Gold,Standart,529,5,3,683,2/5/2018,No
6635,1465-VINDH,Yes,Yes,No,Yes,Yes,Platinum,Platinum,830,6,0,568,2/5/2018,Yes
3391,0621-TSSMU,Yes,No,No,Yes,No ,Premium,Premium,706,5,1,591,2/4/2018,No
4024,1686-STUHN,Yes,No,No,Yes,No ,Premium,Premium,663,5,3,988,2/4/2018,No
2863,5027-QPKTE,Yes,No,No,No,No,Standart,Premium,850,3,0,239,2/3/2018,Yes
5736,9251-AWQGT,Yes,No,No,Yes,No ,Gold,Standart,346,5,3,568,1/30/2018,No
5268,8075-GXIUB,Yes,No,No,Yes,No ,Premium,Premium,628,5,3,897,1/29/2018,No
1045,3354-OADJP,Yes,No,Yes,No,No,Premium,Premium,621,4,0,218,1/28/2018,No
5743,5135-GRQJV,Yes,Yes,Yes,Yes,Yes,No,Standart,791,6,0,602,1/28/2018,No
2495,1596-BBVTG,Yes,Yes,No,No,No,Platinum,No,800,3,0,850,1/26/2018,Yes
6955,9364-YKUVW,Yes,No,No,Yes,Yes,Gold,Premium,739,5,0,893,1/25/2018,No
485,5949-XIKAE,Yes,No,No,Yes,No,Standart,No,816,3,2,272,1/24/2018,Yes
2933,7740-BTPUX,Yes,Yes,No,Yes,Yes,Standart,Standart,804,6,1,676,1/24/2018,No
3236,4825-XJGDM,No,Yes,Yes,Yes,Yes,Premium,Premium,579,6,4,882,1/24/2018,No
3934,5396-IZEPB,Yes,No,No,Yes,No ,Premium,No,528,4,2,976,1/23/2018,No
5525,1716-LSAMB,Yes,No,Yes,No,No,Premium,Standart,829,4,2,718,1/22/2018,No
3968,5914-GXMDA,Yes,No,No,Yes,No ,Gold,Premium,504,5,1,424,1/20/2018,No
5121,8563-IIOXK,Yes,No,Yes,No,No,Standart,Premium,671,4,1,668,1/19/2018,Yes
4979,4855-SNKMY,Yes,No,No,No,No,Standart,Standart,737,3,0,753,1/17/2018,Yes
5538,8029-XYPWT,Yes,Yes,Yes,Yes,Yes,Premium,Standart,814,7,0,837,1/15/2018,No
1562,1157-BQCUW,Yes,Yes,No,No,No,Standart,Standart,579,4,1,288,1/13/2018,Yes
6053,2516-XSJKX,Yes,No,Yes,Yes,No,Standart,Standart,837,5,3,697,1/13/2018,No
1123,4081-DYXAV,No,Yes,No,No,No,Premium,Premium,662,3,1,216,1/10/2018,Yes
2456,8481-YYXWG,Yes,No,No,Yes,No,Standart,Premium,626,4,1,696,1/10/2018,Yes
4879,7869-ZYDST,Yes,Yes,No,No,No,Platinum,Platinum,608,4,1,406,1/10/2018,No
3904,5206-XZZQI,Yes,No,No,Yes,No,No,Gold,836,3,0,760,1/9/2018,No
861,4795-UXVCJ,Yes,No,No,Yes,No ,Premium,Premium,818,5,2,203,1/8/2018,No
3738,8601-QACRS,Yes,Yes,No,No,No,No,Premium,393,3,1,448,1/8/2018,Yes
5074,8050-WYBND,No,Yes,No,No,Yes,Premium,Premium,625,4,1,431,1/8/2018,No
6393,3999-WRNGR,No,Yes,No,Yes,No,Standart,Gold,396,4,1,674,1/8/2018,No
6768,7672-VFMXZ,Yes,No,Yes,No,No,Standart,No,728,3,2,802,1/6/2018,No
1316,5158-RIVOP,Yes,No,No,Yes,No ,Premium,Standart,564,5,3,288,1/5/2018,No
5473,4277-UDIEF,Yes,Yes,Yes,No,No,Premium,No,668,4,2,771,1/5/2018,No
1608,4154-AQUGT,Yes,No,No,Yes,No,Premium,Platinum,642,4,1,848,1/4/2018,Yes
1629,6267-DCFFZ,Yes,Yes,No,Yes,No,Standart,Gold,659,5,2,817,1/3/2018,No
3065,7855-DIWPO,Yes,No,No,No,No,Standart,Platinum,684,3,1,630,1/3/2018,No
3325,5043-TRZWM,Yes,No,No,No,Yes,Standart,No,751,3,0,469,1/3/2018,No
352,5160-UXJED,Yes,No,No,No,No,Gold,Premium,598,3,2,225,1/1/2018,No
3544,0853-TWRVK,Yes,Yes,Yes,Yes,Yes,Premium,Standart,551,7,4,232,12/31/2017,No
1760,2243-FNMMI,Yes,No,No,Yes,No ,Gold,No,548,4,0,587,12/25/2017,No
6671,4075-WKNIU,Yes,Yes,No,Yes,Yes,No,Standart,683,5,0,134,12/24/2017,No
5772,1539-LNKHM,Yes,No,No,Yes,No ,Gold,No,618,4,2,482,12/23/2017,No
347,2034-GDRCN,Yes,No,No,No,No,Standart,Standart,675,3,2,276,12/21/2017,Yes
5263,4560-WQAQW,Yes,Yes,Yes,No,No,Premium,Premium,623,5,0,389,12/21/2017,No
5500,4631-OACRM,Yes,No,No,No,No,Standart,Platinum,818,3,1,502,12/21/2017,Yes
6940,2758-RNWXS,Yes,No,Yes,No,No,Standart,Premium,663,4,3,833,12/21/2017,No
2593,3750-RNQKR,Yes,No,No,Yes,No ,Gold,No,621,4,3,141,12/20/2017,No
2877,6746-WAUWT,Yes,No,No,Yes,Yes,Premium,Premium,657,5,2,586,12/20/2017,No
24,3638-WEABW,Yes,Yes,No,Yes,No,Platinum,Standart,659,5,1,471,12/19/2017,No
2296,2672-DZUOY,No,Yes,No,No,No,Standart,Standart,808,3,2,783,12/19/2017,Yes
3638,4083-EUGRJ,Yes,No,No,Yes,No ,Gold,No,709,4,2,330,12/19/2017,Yes
5123,4353-HYOJD,Yes,No,No,Yes,No,Gold,No,648,3,1,924,12/19/2017,No
2360,2616-UUTFK,Yes,Yes,Yes,Yes,Yes,Premium,Gold,604,7,1,819,12/17/2017,No
62,1215-FIGMP,Yes,Yes,No,Yes,No,Premium,Gold,801,5,1,266,12/16/2017,No
2799,7209-JCUDS,Yes,No,No,No,Yes,Standart,Platinum,418,4,1,801,12/16/2017,Yes
5639,5143-WMWOG,Yes,No,No,Yes,No ,Standart,No,336,4,0,564,12/16/2017,Yes
6346,6048-QBXKL,Yes,Yes,No,Yes,No,Platinum,Standart,630,5,0,113,12/16/2017,No
2073,5986-WWXDV,Yes,No,No,Yes,No ,Premium,Premium,664,5,2,217,12/15/2017,No
3556,6331-EWIEB,Yes,Yes,No,No,No,Standart,Platinum,448,4,0,545,12/15/2017,Yes
6294,7977-HXJKU,Yes,No,No,Yes,No ,Gold,Standart,568,5,1,708,12/15/2017,No
3791,6598-RFFVI,Yes,No,No,Yes,No ,Premium,Premium,771,5,0,618,12/12/2017,Yes
4226,5345-BMKWB,Yes,No,No,Yes,No ,Gold,No,731,4,2,946,12/12/2017,No
1462,6234-PFPXL,Yes,Yes,Yes,No,No,Platinum,No,571,4,3,225,12/10/2017,No
2266,1583-IHQZE,Yes,Yes,No,Yes,Yes,No,Platinum,617,5,1,736,11/30/2017,Yes
3290,9626-VFRGG,Yes,Yes,No,Yes,No,Premium,Gold,747,5,1,709,11/30/2017,No
3270,2662-NNTDK,Yes,Yes,No,Yes,No ,Premium,Premium,367,6,0,947,11/28/2017,No
3713,9209-NWPGU,Yes,No,Yes,No,No,Standart,Premium,678,4,1,105,11/26/2017,No
3757,9136-ALYBR,No,Yes,No,No,No,Gold,Standart,524,3,2,226,11/26/2017,Yes
5518,7472-EQOAV,Yes,No,Yes,Yes,Yes,Premium,Premium,371,6,1,654,11/26/2017,No
3958,2019-HDCZY,Yes,Yes,No,No,Yes,Standart,Standart,634,5,3,894,11/25/2017,No
4496,4702-IOQDC,Yes,No,No,No,No,Standart,Standart,708,3,1,772,11/19/2017,Yes
4898,2533-TIBIX,No,Yes,Yes,No,No,Premium,Premium,524,4,1,578,11/17/2017,No
511,4332-MUOEZ,Yes,No,Yes,No,Yes,Platinum,Premium,793,5,2,213,11/16/2017,No
2097,0761-AETCS,Yes,No,No,Yes,No ,Standart,No,561,4,0,353,11/16/2017,Yes
6683,9589-ABEPT,Yes,Yes,No,Yes,No,No,Standart,768,4,0,522,11/15/2017,No
2810,4360-QRAVE,No,Yes,No,Yes,Yes,Standart,No,524,4,2,752,11/14/2017,No
4203,3146-JTQHR,Yes,No,No,Yes,No ,Premium,Premium,802,5,2,972,11/12/2017,No
4518,2012-NWRPA,Yes,Yes,No,No,Yes,Standart,Platinum,799,5,2,683,11/12/2017,Yes
3348,6923-AQONU,Yes,No,No,Yes,No ,Gold,Standart,510,5,1,313,11/11/2017,No
4016,8570-KLJYJ,Yes,Yes,Yes,No,No,No,Premium,597,4,0,727,11/11/2017,No
5157,8109-YUOHE,Yes,No,Yes,Yes,No,No,Premium,352,4,1,995,11/11/2017,No
4515,3956-MGXOG,Yes,No,No,No,No,Standart,Gold,722,3,2,234,11/9/2017,No
605,2731-GJRDG,Yes,Yes,Yes,No,Yes,Premium,Premium,530,6,1,243,11/7/2017,No
5059,1376-HHBDV,Yes,No,Yes,No,No,Gold,Platinum,687,4,0,429,11/5/2017,No
5233,1755-RMCXH,Yes,No,No,Yes,No ,Gold,No,827,4,2,929,11/5/2017,No
2935,0208-BPQEJ,Yes,No,No,Yes,No ,Premium,No,845,4,3,951,11/3/2017,No
1904,3318-NMQXL,Yes,No,No,No,No,Standart,Premium,652,3,0,273,11/2/2017,No
7010,7703-ZEKEF,Yes,Yes,No,No,Yes,Standart,Platinum,614,5,2,124,10/30/2017,Yes
75,5630-AHZIL,Yes,No,Yes,No,No,Premium,Standart,850,4,1,209,10/29/2017,No
346,0021-IKXGC,Yes,Yes,No,No,No,Standart,Standart,379,4,2,265,10/26/2017,No
4760,8740-CRYFY,Yes,No,No,No,No,Standart,Standart,632,3,2,800,10/25/2017,Yes
6628,1074-WVEVG,Yes,No,No,Yes,No ,Gold,Premium,714,5,3,528,10/25/2017,No
1318,9277-JOOMO,Yes,Yes,No,Yes,No ,Gold,No,611,5,1,229,10/23/2017,No
2631,0014-BMAQU,Yes,Yes,Yes,No,No,Platinum,Standart,733,5,2,775,10/23/2017,No
1004,8917-FAEMR,Yes,No,No,Yes,No ,Gold,Standart,358,5,0,211,10/21/2017,No
162,0867-MKZVY,Yes,Yes,Yes,No,No,Standart,No,340,4,1,350,10/19/2017,Yes
3142,5649-ANRML,Yes,No,No,Yes,Yes,Platinum,Standart,522,5,1,949,10/19/2017,Yes
4863,3721-CNEYS,Yes,No,No,No,No,Standart,Standart,748,3,2,678,10/19/2017,Yes
5563,8023-QHAIO,Yes,Yes,No,No,No,Premium,Gold,766,4,0,727,10/16/2017,No
5892,4905-JEFDW,No,Yes,No,No,Yes,Standart,Premium,710,4,1,962,10/16/2017,Yes
5904,1455-HFBXA,Yes,Yes,Yes,No,Yes,Platinum,Standart,844,6,1,982,10/15/2017,No
6847,6618-RYATB,Yes,Yes,No,No,Yes,No,Standart,570,4,2,35,10/15/2017,Yes
744,4018-PPNDW,Yes,Yes,No,Yes,Yes,Gold,Standart,406,6,1,810,10/14/2017,No
6667,0822-QGCXA,Yes,Yes,No,Yes,Yes,Standart,No,660,5,1,607,10/14/2017,No
3101,7271-AJDTL,Yes,Yes,No,Yes,Yes,Platinum,Gold,760,6,3,302,10/11/2017,No
5337,9441-QHEVC,Yes,No,No,Yes,No ,Gold,No,544,4,1,688,10/10/2017,No
4325,6873-UDNLD,Yes,No,Yes,No,Yes,Standart,No,813,4,1,228,10/8/2017,No
6231,9962-BFPDU,Yes,No,No,Yes,No ,Gold,No,630,4,2,788,10/7/2017,No
341,6035-BXTTY,Yes,No,No,Yes,No,Premium,No,505,3,2,226,10/4/2017,No
4479,0988-JRWWP,Yes,No,No,No,No,Standart,Standart,627,3,0,754,10/4/2017,No
5234,0302-JOIVN,Yes,No,No,Yes,Yes,Standart,No,354,4,0,930,10/4/2017,Yes
6831,7815-PDTHL,Yes,No,No,Yes,Yes,Gold,Standart,436,5,0,100,10/4/2017,No
2537,0203-HHYIJ,Yes,Yes,No,Yes,No ,Premium,Premium,384,6,1,898,10/3/2017,Yes
3508,4558-CGYCZ,Yes,No,No,Yes,No ,Gold,No,650,4,0,740,10/3/2017,No
1753,7801-CEDNV,Yes,No,Yes,No,No,Premium,Premium,838,4,1,371,10/2/2017,No
3267,0464-WJTKO,Yes,No,No,Yes,No ,Premium,Standart,672,5,1,781,10/2/2017,No
4202,1166-PQLGG,Yes,No,No,Yes,No ,Premium,Standart,646,5,1,107,10/2/2017,No
5229,3589-PPVKW,Yes,No,No,No,No,Gold,Premium,696,3,1,559,10/2/2017,No
5611,1320-HTRDR,Yes,Yes,No,No,No,Standart,Premium,730,4,2,539,10/2/2017,Yes
4984,1862-SKORY,No,Yes,No,Yes,No,Standart,Platinum,623,4,2,737,9/30/2017,Yes
5245,6233-HXJMX,Yes,Yes,No,No,Yes,Platinum,Gold,723,5,1,607,9/30/2017,No
6760,1591-MQJTP,Yes,Yes,Yes,No,Yes,Premium,Premium,377,6,0,722,9/29/2017,No
4088,3847-BAERP,Yes,No,No,Yes,Yes,Gold,Premium,416,5,1,540,9/27/2017,No
1701,6961-MJKBO,Yes,No,No,Yes,No ,Premium,Standart,790,5,2,920,9/26/2017,No
4028,5590-YRFJT,No,Yes,No,No,No,Standart,Premium,757,3,0,680,9/26/2017,Yes
5492,3703-TTEPD,Yes,No,Yes,No,Yes,Premium,No,620,4,1,729,9/26/2017,No
1246,6507-ZJSUR,Yes,No,No,No,No,Standart,Gold,578,3,0,225,9/25/2017,No
4572,0599-XNYDO,Yes,No,No,No,No,Premium,Platinum,551,3,0,395,9/25/2017,No
5935,9912-GVSEQ,Yes,Yes,No,Yes,Yes,Standart,Gold,824,6,1,546,9/25/2017,Yes
4358,7998-ZLXWN,Yes,No,No,Yes,No ,Premium,No,653,4,0,621,9/24/2017,No
4342,3754-DXMRT,Yes,No,No,No,No,Standart,Standart,766,3,0,538,9/23/2017,Yes
5522,3863-QSTYI,Yes,No,No,No,Yes,Standart,Gold,502,4,3,799,9/23/2017,No
6997,4174-LPGTI,Yes,No,No,Yes,No,Premium,Premium,692,4,2,299,9/23/2017,Yes
1183,3164-YAXFY,No,Yes,Yes,No,Yes,Standart,Gold,650,5,0,639,9/21/2017,No
2866,3617-XLSGQ,Yes,Yes,Yes,Yes,Yes,Premium,Standart,620,7,3,904,9/17/2017,No
647,0887-HJGAR,Yes,No,No,No,No,Gold,Standart,595,3,1,205,9/14/2017,Yes
827,3643-AHCFP,Yes,Yes,No,No,No,Premium,No,728,3,0,274,9/14/2017,Yes
3787,0064-YIJGF,Yes,Yes,No,No,No,Premium,Platinum,659,4,2,173,9/13/2017,No
3397,5578-NKCXI,Yes,No,Yes,Yes,No,Platinum,Premium,600,5,2,972,9/12/2017,No
6673,2346-CZYIL,Yes,No,No,Yes,No ,Premium,Standart,844,5,1,152,9/12/2017,No
2235,4500-HKANN,Yes,Yes,No,Yes,No,No,Standart,578,4,3,307,9/11/2017,No
5818,4361-JEIVL,Yes,No,No,No,No,Standart,Standart,620,3,1,780,9/10/2017,Yes
1337,3733-LSYCE,Yes,No,No,Yes,No,Premium,No,655,3,1,201,9/8/2017,No
1430,4652-ODEVH,Yes,Yes,No,Yes,No ,Gold,Standart,346,6,3,216,9/8/2017,No
6944,0032-PGELS,No,Yes,Yes,No,No,Premium,No,721,3,2,423,9/8/2017,Yes
2440,8884-MRNSU,Yes,No,No,Yes,No ,Premium,Premium,708,5,3,725,9/7/2017,No
4269,5198-HQAEN,Yes,No,No,Yes,No,Standart,Premium,604,4,0,984,9/7/2017,No
3259,7365-BVCJH,No,Yes,No,No,No,Standart,Standart,827,3,1,715,9/6/2017,No
4120,6016-NXBNJ,Yes,No,No,Yes,Yes,Gold,Premium,318,5,1,533,9/6/2017,No
4682,9965-YOKZB,Yes,Yes,No,No,No,Standart,Platinum,622,4,2,682,9/6/2017,Yes
4971,9795-VOWON,No,Yes,No,No,No,Premium,Premium,544,3,0,799,9/6/2017,No
76,2673-CXQEU,Yes,Yes,Yes,Yes,Yes,Standart,Premium,721,7,3,261,9/5/2017,No
3600,7925-PNRGI,Yes,Yes,Yes,Yes,Yes,No,No,845,5,1,916,9/5/2017,No
2329,4238-JSSWH,Yes,Yes,No,No,Yes,Premium,No,636,4,2,464,9/3/2017,No
927,7074-IEVOJ,Yes,Yes,No,Yes,No,Standart,Premium,795,5,2,273,9/1/2017,Yes
2326,3097-PYWXL,Yes,No,No,Yes,Yes,Standart,Standart,714,5,1,315,8/30/2017,No
6347,9661-MHUMO,Yes,No,No,No,No,Premium,Standart,838,3,2,428,8/28/2017,Yes
5258,6029-WTIPC,Yes,Yes,No,No,Yes,Standart,Gold,728,5,1,714,8/27/2017,Yes
5346,9526-JAWYF,Yes,No,No,Yes,Yes,Standart,No,661,4,0,949,8/27/2017,Yes
6189,7542-CYDDM,Yes,No,No,Yes,No ,Gold,No,773,4,0,229,8/27/2017,No
3406,0744-GKNGE,Yes,Yes,Yes,No,No,Premium,Gold,837,5,0,870,8/26/2017,No
5379,5320-BRKGK,Yes,Yes,Yes,No,Yes,No,Standart,505,5,0,424,8/26/2017,No
3640,0512-FLFDW,Yes,Yes,No,No,Yes,Platinum,Premium,705,5,2,499,8/22/2017,No
4187,7572-KPVKK,Yes,Yes,No,No,Yes,Standart,Standart,669,5,2,680,8/22/2017,No
5808,8464-EETCQ,Yes,No,No,Yes,No ,Premium,Standart,739,5,1,667,8/22/2017,No
6502,4753-PADAS,Yes,Yes,No,Yes,Yes,Premium,Premium,575,6,1,375,8/22/2017,No
5794,3873-NFTGI,Yes,Yes,No,Yes,No,Platinum,Platinum,803,5,0,586,8/21/2017,No
6316,5696-JVVQY,Yes,No,Yes,Yes,Yes,Platinum,Standart,827,6,3,126,8/21/2017,No
5009,9150-KPBJQ,Yes,No,No,Yes,No ,Premium,Standart,444,5,3,725,8/20/2017,No
2079,7746-QYVCO,Yes,No,Yes,Yes,No,No,Premium,318,4,2,844,8/18/2017,No
6012,5917-HBSDW,Yes,No,No,Yes,No ,Standart,No,742,4,2,642,8/15/2017,No
5096,7269-JISCY,Yes,No,No,No,No,Premium,Premium,737,3,0,560,8/12/2017,No
750,8405-IGQFX,Yes,No,No,No,Yes,Platinum,Premium,780,4,0,783,8/10/2017,No
102,3679-XASPY,Yes,No,No,Yes,No ,Standart,No,753,4,1,288,8/9/2017,No
695,2682-KEVRP,Yes,No,No,Yes,Yes,Gold,Premium,500,5,0,221,8/8/2017,No
844,6549-NNDYT,No,Yes,Yes,No,No,Premium,Premium,672,4,0,257,8/8/2017,No
5109,7811-JIVPF,Yes,No,No,No,Yes,Premium,No,663,3,1,223,8/8/2017,No
5222,5336-UFNZP,Yes,Yes,No,Yes,Yes,Standart,Premium,379,6,0,955,8/5/2017,No
6569,5647-URDKA,Yes,No,No,Yes,No ,Gold,Standart,553,5,1,937,8/3/2017,No
3647,9738-QLWTP,Yes,No,No,No,Yes,Standart,Premium,480,4,0,381,8/2/2017,No
5404,0292-WEGCH,Yes,Yes,No,Yes,Yes,Standart,Gold,827,6,2,610,8/2/2017,No
2450,1357-MVDOZ,Yes,No,No,No,Yes,Premium,No,508,3,2,505,8/1/2017,No
1978,5692-ICXLW,Yes,Yes,No,Yes,No,Standart,Gold,711,5,1,235,7/30/2017,No
4922,0089-IIQKO,Yes,Yes,No,No,No,Platinum,Gold,654,4,3,994,7/29/2017,No
999,2545-LXYVJ,Yes,No,No,Yes,No ,Premium,Standart,802,5,2,237,7/27/2017,No
1223,9091-WTUUY,Yes,No,Yes,No,Yes,No,Standart,666,4,1,288,7/25/2017,No
3563,1624-NALOJ,Yes,Yes,No,Yes,No,Standart,No,656,4,1,102,7/25/2017,Yes
6648,8722-PRFDV,Yes,No,Yes,No,Yes,Platinum,Standart,695,5,1,686,7/24/2017,No
4001,0420-HLGXF,Yes,Yes,No,No,Yes,Standart,Gold,637,5,0,797,7/23/2017,No
2343,1552-AAGRX,Yes,Yes,Yes,No,No,Premium,No,733,4,1,747,7/20/2017,No
6168,3154-CFSZG,Yes,No,Yes,No,Yes,Standart,No,761,4,3,244,7/19/2017,No
1239,5565-FILXA,Yes,Yes,No,No,No,Standart,Platinum,482,4,0,263,7/18/2017,Yes
411,0334-GDDSO,Yes,Yes,No,Yes,No,Standart,Premium,798,5,2,232,7/15/2017,Yes
510,1135-LMECX,Yes,No,No,Yes,No ,Gold,No,763,4,3,281,7/15/2017,No
3317,9139-TWBAS,No,Yes,Yes,Yes,Yes,Premium,Premium,526,6,3,424,7/14/2017,No
1069,5536-RTPWK,Yes,Yes,No,Yes,No,Premium,Gold,751,5,0,225,7/12/2017,Yes
4117,2466-FCCPT,Yes,No,No,Yes,No ,Premium,Premium,720,5,1,617,7/12/2017,No
4384,1088-CNNKB,Yes,Yes,Yes,Yes,Yes,Platinum,Premium,830,7,1,772,7/12/2017,No
6959,3078-ZKNTS,Yes,No,No,Yes,Yes,Premium,Standart,845,5,0,517,7/11/2017,No
1402,5419-CONWX,Yes,No,No,Yes,Yes,Platinum,Premium,845,5,1,237,7/9/2017,Yes
5008,7407-SUJIZ,Yes,No,No,Yes,No ,Gold,No,844,4,2,594,7/7/2017,No
6390,3777-XROBG,Yes,No,No,Yes,No ,Premium,Standart,816,5,1,969,7/4/2017,No
5544,6646-JPPHA,Yes,No,Yes,Yes,No,Standart,No,500,4,2,987,7/3/2017,No
